relation_id,head,relation,tail,context,source
REL_94,JETWAY,connects with,AIRCRAFT,JETWAY WAS EXTENDED INTO SIDE OF AIRCRAFT AS IT TAXIIED INTO THE PARKING AREA.,rebel
REL_94,AIRCRAFT,connects with,JETWAY,JETWAY WAS EXTENDED INTO SIDE OF AIRCRAFT AS IT TAXIIED INTO THE PARKING AREA.,rebel
REL_95,WATER IN FUEL,located in the administrative territorial entity,TAKEOFF,ENGINE QUIT ON TAKEOFF. WATER IN FUEL.,rebel
REL_96,PILOT,has part,TAXIING,PILOT INADVERTANTLY PUT GEAR HANDLE IN UP POSITION WHILE TAXIING. DURING RUNUP TURNED HYDRAULIC ON. GEAR RETRACTED.,rebel
REL_96,TAXIING,part of,PILOT,PILOT INADVERTANTLY PUT GEAR HANDLE IN UP POSITION WHILE TAXIING. DURING RUNUP TURNED HYDRAULIC ON. GEAR RETRACTED.,rebel
REL_97,PILOT,has part,AILERON,"AFTER WORKING ON HOME-BUILT, PILOT TOOK OFF WITHOUT CONNECTING AILERON CONTROLS.",rebel
REL_97,AILERON,part of,PILOT,"AFTER WORKING ON HOME-BUILT, PILOT TOOK OFF WITHOUT CONNECTING AILERON CONTROLS.",rebel
REL_98,WATER IN FUEL,located in the administrative territorial entity,MARSHY AREA,ENGINE SPUTTERED AND QUIT AT CRUISE. LANDED IN MARSHY AREA AND TIPPED UP ON NOSE. WATER IN FUEL.,rebel
REL_99,COVID-19 pandemic,has effect,COVID-19 pandemic,LOGGING OPNS. CABLE CAUGHT ON L SKID.,rebel
REL_99,COVID-19 pandemic,has cause,COVID-19 pandemic,LOGGING OPNS. CABLE CAUGHT ON L SKID.,rebel
REL_100,SANK,subclass of,FLOAT,"FLOAT PLANE RIDING LOW IN THE WATER AFTER NORMAL LANDING, SANK. MUST HAVE HAD WATER IN FLOATS, BALL COVERS GONE.",rebel
REL_101,TAKEOFF,instance of,FLOAT STRUT,FLOAT STRUT COLLAPSED DURING TAKEOFF RUN. WAS DAMAGED FROM PREVIOUS HARD LANDING. WIRED TO A BRACE BY THE PILOT.,rebel
REL_102,SPRING LOADED TANK DRAIN VALVE,instance of,FUEL,SPRING LOADED TANK DRAIN VALVE LEFT PARTIALLY OPEN. SPRAY HELICOPTER RAN OUT OF FUEL.,rebel
REL_103,ENGINE QUIT,part of,FUEL SYSTEM,ENGINE QUIT DUE TO WATER IN THE FUEL SYSTEM.,rebel
REL_103,FUEL SYSTEM,has part,ENGINE QUIT,ENGINE QUIT DUE TO WATER IN THE FUEL SYSTEM.,rebel
REL_104,CARB,parent organization,ASSEMBLY,ACORNS LODGED IN CARB AIR BOX ASSEMBLY.,rebel
REL_104,ASSEMBLY,subsidiary,CARB,ACORNS LODGED IN CARB AIR BOX ASSEMBLY.,rebel
REL_105,LANDING,has effect,MIXTURE,PRECAUTIONARY LANDING DUE TO LOW POWER. CARBURETOR HEAT WAS PARTIALLY OPEN CAUSING AN OVER RICH MIXTURE.,rebel
REL_105,MIXTURE,has cause,LANDING,PRECAUTIONARY LANDING DUE TO LOW POWER. CARBURETOR HEAT WAS PARTIALLY OPEN CAUSING AN OVER RICH MIXTURE.,rebel
REL_106,NOSE GEAR,use,TOUCHDOWN,"NOSE GEAR COULD NOT BE FULLY EXTENDED, COLLAPSED ON TOUCHDOWN. NOSE GEAR DOORS HAD BEEN LEFT UNHOOKED, JAMMED.",rebel
REL_106,NOSE GEAR,use,TOUCHDOWN,"NOSE GEAR COULD NOT BE FULLY EXTENDED, COLLAPSED ON TOUCHDOWN. NOSE GEAR DOORS HAD BEEN LEFT UNHOOKED, JAMMED.",rebel
REL_107,AILERON,has part,PUSH ROD,PILOT RETURNED DUE TO CONTROL PROBLEMS. FOUND THAT THE INBOARD END OF AILERON PUSH ROD WAS NOT CONNECTED.,rebel
REL_107,PUSH ROD,part of,AILERON,PILOT RETURNED DUE TO CONTROL PROBLEMS. FOUND THAT THE INBOARD END OF AILERON PUSH ROD WAS NOT CONNECTED.,rebel
REL_108,ROPE CAUGHT ON,part of,GLIDER,ROPE CAUGHT ON GLIDER WHEEL BRACKET.,rebel
REL_108,GLIDER,has part,ROPE CAUGHT ON,ROPE CAUGHT ON GLIDER WHEEL BRACKET.,rebel
REL_109,PLT,shares border with,IL,OIL PR DROPPED TO ZERO.PLT SHUT DN ENG.WING HIT TREE ADJACENT TO IL CAP NOT SECURED.,rebel
REL_109,IL,shares border with,PLT,OIL PR DROPPED TO ZERO.PLT SHUT DN ENG.WING HIT TREE ADJACENT TO IL CAP NOT SECURED.,rebel
REL_110,LOSS OF ALTERNATOR EXCITING CURRENT,facet of,LOOSE BATTERY POST,"LOOSE BATTERY POST,LOSS OF ALTERNATOR EXCITING CURRENT.",rebel
REL_111,FORCED LANDING,product or material produced,FUEL,FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL.,rebel
REL_111,FUEL,manufacturer,FORCED LANDING,FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL.,rebel
REL_112,BECAME AIRBORNE,replaced by,TKOF,BECAME AIRBORNE AFTER TKOF ABORTED.,rebel
REL_112,TKOF,replaces,BECAME AIRBORNE,BECAME AIRBORNE AFTER TKOF ABORTED.,rebel
REL_113,CABIN,has part,DOOR,FLIGHT APPARENTLY TOOK OFF WITH THE REAR CABIN ENTRY DOOR OPEN. DOOR WAS CLOSED IN FLIGHT.,rebel
REL_113,DOOR,part of,CABIN,FLIGHT APPARENTLY TOOK OFF WITH THE REAR CABIN ENTRY DOOR OPEN. DOOR WAS CLOSED IN FLIGHT.,rebel
REL_114,NOSE TRIM,instance of,video game,FULL NOSE DOWN TRIM.,rebel
REL_115,TKOF,instance of,TRAILER,"TKOF FROM TRAILER,NO LOAD. R SKID TIEDOWN NOT REMOVED.",rebel
REL_116,PILOT,uses,ENGINE,PILOT LANDED ON BEACH AFTER NOTING SMOKE AND FUMES IN COCKPIT CAUSED BY GRASS AND DIRT IN ENGINE COMPARTMENT,rebel
REL_116,ENGINE,used by,PILOT,PILOT LANDED ON BEACH AFTER NOTING SMOKE AND FUMES IN COCKPIT CAUSED BY GRASS AND DIRT IN ENGINE COMPARTMENT,rebel
REL_117,WINDSHIELD,product or material produced,OIL,PILOT LANDED AFTER NOTING OIL ON WINDSHIELD. OIL CAP WAS LOOSE.,rebel
REL_118,ENGINE,has part,TANK,PILOT STRUCK WIRES AFTER ENGINE STOPPED AND STARTED AGAIN AFTER SWITCHING TANK. VENT STOPPED UP BY MUD DAUBERS.,rebel
REL_118,TANK,part of,ENGINE,PILOT STRUCK WIRES AFTER ENGINE STOPPED AND STARTED AGAIN AFTER SWITCHING TANK. VENT STOPPED UP BY MUD DAUBERS.,rebel
REL_119,WATER AND OTHER FOREIGN MATERIAL,part of,GASCOLATOR BOWL,ENGINE QUIT AT 250 FEET ON CLIMBOUT. WATER AND OTHER FOREIGN MATERIAL FOUND IN THE GASCOLATOR BOWL.,rebel
REL_119,GASCOLATOR BOWL,has part,WATER AND OTHER FOREIGN MATERIAL,ENGINE QUIT AT 250 FEET ON CLIMBOUT. WATER AND OTHER FOREIGN MATERIAL FOUND IN THE GASCOLATOR BOWL.,rebel
REL_120,TAKEOFF,instance of,ENGINE,ENGINE STOPPED SOON AFTER TAKEOFF DUE TO FUEL SELECTOR MOVED BY A PASSENGER DURING LOADING.,rebel
REL_121,AIRPLANE,has part,FUEL,ENGINE STOPPED ON NEWLY PURCHASED AIRPLANE DUE TO WATER IN THE FUEL SYSTEM. HAD BEEN STORED OUTSIDE.,rebel
REL_121,FUEL,part of,AIRPLANE,ENGINE STOPPED ON NEWLY PURCHASED AIRPLANE DUE TO WATER IN THE FUEL SYSTEM. HAD BEEN STORED OUTSIDE.,rebel
REL_122,MUD DOBBER(WASP),product or material produced,FUEL,MUD DOBBER(WASP)NEST IN FUEL VENT LINE.,rebel
REL_122,FUEL,manufacturer,MUD DOBBER(WASP),MUD DOBBER(WASP)NEST IN FUEL VENT LINE.,rebel
REL_123,NO NARRATIVE,instance of,film,NO NARRATIVE.,rebel
REL_124,LNDD,has part,FLOODED,LOW OIL STATE.LNDD IN FLOODED ALFALFA FIELD.,rebel
REL_124,LNDD,has part,FIELD,LOW OIL STATE.LNDD IN FLOODED ALFALFA FIELD.,rebel
REL_124,FLOODED,part of,LNDD,LOW OIL STATE.LNDD IN FLOODED ALFALFA FIELD.,rebel
REL_124,FLOODED,part of,FIELD,LOW OIL STATE.LNDD IN FLOODED ALFALFA FIELD.,rebel
REL_124,FIELD,part of,LNDD,LOW OIL STATE.LNDD IN FLOODED ALFALFA FIELD.,rebel
REL_124,FIELD,part of,FLOODED,LOW OIL STATE.LNDD IN FLOODED ALFALFA FIELD.,rebel
REL_125,TAKEOFF,product or material produced,FUEL,LOSS OF ENGINE POWER AFTER TAKEOFF. LANDED STRAIGHT AHEAD IN OAT FIELD. WATER IN FUEL.,rebel
REL_126,PLT,has part,MIXTURE,PLT INADVERTENTLY MOVED MIXTURE CONTROL TO CUT OFF POSITION WHILEEMPTING TO LEAN MIXTURE.,rebel
REL_126,PLT,has part,MIXTURE,PLT INADVERTENTLY MOVED MIXTURE CONTROL TO CUT OFF POSITION WHILEEMPTING TO LEAN MIXTURE.,rebel
REL_126,MIXTURE,part of,PLT,PLT INADVERTENTLY MOVED MIXTURE CONTROL TO CUT OFF POSITION WHILEEMPTING TO LEAN MIXTURE.,rebel
REL_126,MIXTURE,part of,PLT,PLT INADVERTENTLY MOVED MIXTURE CONTROL TO CUT OFF POSITION WHILEEMPTING TO LEAN MIXTURE.,rebel
REL_127,FUEL,instance of,AIRPORT,"PILOT DEPARTED WITH INOPERATIVE RADIO, THEN UNABLE TO FIND DESTINATION. WHEN NEARLY OUT OF FUEL FOUND AN AIRPORT.",rebel
REL_128,FERRIED,said to be the same as,MAINT,ACFT BEING FERRIED FOR MAINT. SEAT RETAINERS MISSING.,rebel
REL_128,MAINT,said to be the same as,FERRIED,ACFT BEING FERRIED FOR MAINT. SEAT RETAINERS MISSING.,rebel
REL_129,TAKEOFF,instance of,AIRBORNE,"AIRCRAFT VEERED LEFT DURING TAKEOFF, GOT AIRBORNE. NOSE GEAR DID NOT CENTER DUE TO INFLATION AND CAM ADJUSTMENT",rebel
REL_130,IFR,opposite of,VFR,FLIGHT HAD FILED IFR BUT TOOK OFF VFR. WAS CONSIDERED A RADIO FAILURE BY ATC. ALSO CARGO DOOR WAS OPENED ON TAKEOFF,rebel
REL_130,VFR,opposite of,IFR,FLIGHT HAD FILED IFR BUT TOOK OFF VFR. WAS CONSIDERED A RADIO FAILURE BY ATC. ALSO CARGO DOOR WAS OPENED ON TAKEOFF,rebel
REL_131,TAKEOFF,elevation above sea level,55,PILOT REFUELED FROM A 55 GAL DRUM AND DID NOT CHECK FOR WATER. ENGINE QUIT ON TAKEOFF DUE TO WATER IN THE FUEL.,rebel
REL_132,TAKEOFF,instance of,AIRPORT,STUDENT PILOT LOST POWER ON TAKEOFF DUE TO MAIN FUEL SUMP LEFT OPEN DURING PREFLIGHT.OVERSHOT ON AIRPORT LANDING,rebel
REL_133,FUEL DRAIN,facet of,FUEL,STUDENT PILOT RAN OUT OF FUEL. IT IS LIKELY THAT THE FUEL DRAIN WAS RUNNING AND NOT DETECTED.,rebel
REL_134,PILOT FAILED TO SECURE OIL STICK,product or material produced,OIL,FLIGHT RETURNED AFTER OIL LOSS. PILOT FAILED TO SECURE OIL STICK.,rebel
REL_135,RAN OFF SIDE OF RUNWAY,located in the administrative territorial entity,TAKEOFF,RAN OFF SIDE OF RUNWAY AFTER LOOSE WHEEL FAIRING JAMMED TIRE ON TAKEOFF.,rebel
REL_136,LEFT GEAR COLLAPSED ON ROLL OUT,part of,HYDRAULIC SYSTEM LOW ON FLUID,"LEFT GEAR COLLAPSED ON ROLL OUT, HYDRAULIC SYSTEM LOW ON FLUID.",rebel
REL_136,HYDRAULIC SYSTEM LOW ON FLUID,has part,LEFT GEAR COLLAPSED ON ROLL OUT,"LEFT GEAR COLLAPSED ON ROLL OUT, HYDRAULIC SYSTEM LOW ON FLUID.",rebel
REL_137,FUEL TANK,instance of,ENGINE,FORCED LANDING AFTER ENGINE QUIT. DRAINED WATER FROM FUEL TANK.,rebel
REL_138,TAKEOFF,product or material produced,GEAR,GEAR RETRACTED ON TAKEOFF. FOUND FAULTY GEAR ACTUATOR SWITCH.,rebel
REL_139,TAKEOFF,significant event,FUEL EXHAUSTION,15 MINUTES AFTER TAKEOFF AIRCRAFT WAS LANDED ON GOLF COURSE DUE TO FUEL EXHAUSTION.,rebel
REL_139,FUEL EXHAUSTION,participant,TAKEOFF,15 MINUTES AFTER TAKEOFF AIRCRAFT WAS LANDED ON GOLF COURSE DUE TO FUEL EXHAUSTION.,rebel
REL_140,LANDING,different from,BROKE,"FLIGHT DIVERTED AFTER CREW NOTICED COWLING LOOSE. AFTER LANDING, COWLING STRUCK PROP AND BROKE INTO PIECES.",rebel
REL_140,BROKE,different from,LANDING,"FLIGHT DIVERTED AFTER CREW NOTICED COWLING LOOSE. AFTER LANDING, COWLING STRUCK PROP AND BROKE INTO PIECES.",rebel
REL_141,NOSE GEAR,has part,DEFLATED NOSE GEAR STRUT,UNABLE TO EXTEND NOSE GEAR BEFORE LANDING. GEAR WAS JAMMED DUE TO DEFLATED NOSE GEAR STRUT.,rebel
REL_141,DEFLATED NOSE GEAR STRUT,part of,NOSE GEAR,UNABLE TO EXTEND NOSE GEAR BEFORE LANDING. GEAR WAS JAMMED DUE TO DEFLATED NOSE GEAR STRUT.,rebel
REL_141,DEFLATED NOSE GEAR STRUT,part of,NOSE GEAR,UNABLE TO EXTEND NOSE GEAR BEFORE LANDING. GEAR WAS JAMMED DUE TO DEFLATED NOSE GEAR STRUT.,rebel
REL_141,NOSE GEAR,has part,DEFLATED NOSE GEAR STRUT,UNABLE TO EXTEND NOSE GEAR BEFORE LANDING. GEAR WAS JAMMED DUE TO DEFLATED NOSE GEAR STRUT.,rebel
REL_142,JET FUEL,significant event,POWER LOSS,FORCED LANDING AFTER POWER LOSS. HELICOPTER HAD BEEN SERVICED WITH JET FUEL.,rebel
REL_143,NOSE GAR,subclass of,LINKAGE,WING FLOATS DAMAGED ON LANDING. NOSE GAR DOOR LINKAGE HAD BROKEN CAUSING SHARP TURN.,rebel
REL_144,TAKEOFF,said to be the same as,BAGGAGE,ABORTED TAKEOFF WHEN FRONT BAGGAGE DOOR POPPED OPEN.,rebel
REL_144,TAKEOFF,said to be the same as,POPPED,ABORTED TAKEOFF WHEN FRONT BAGGAGE DOOR POPPED OPEN.,rebel
REL_144,BAGGAGE,said to be the same as,TAKEOFF,ABORTED TAKEOFF WHEN FRONT BAGGAGE DOOR POPPED OPEN.,rebel
REL_144,BAGGAGE,said to be the same as,POPPED,ABORTED TAKEOFF WHEN FRONT BAGGAGE DOOR POPPED OPEN.,rebel
REL_144,POPPED,said to be the same as,TAKEOFF,ABORTED TAKEOFF WHEN FRONT BAGGAGE DOOR POPPED OPEN.,rebel
REL_144,POPPED,said to be the same as,BAGGAGE,ABORTED TAKEOFF WHEN FRONT BAGGAGE DOOR POPPED OPEN.,rebel
REL_145,PILOT,has part,ENGINE,"EXPLOSION HEARD DURING ENGINE START, PILOT MISTOOK FOR BACKFIRE, BEGAN FLIGHT. LATER FOUND EXHAUST TUNNELS DAMAGED.",rebel
REL_145,ENGINE,part of,PILOT,"EXPLOSION HEARD DURING ENGINE START, PILOT MISTOOK FOR BACKFIRE, BEGAN FLIGHT. LATER FOUND EXHAUST TUNNELS DAMAGED.",rebel
REL_146,TOW BAR,has part,NOSE WHEEL,PILOT UNABLE TO GET THE NOSE WHEEL DOWN. A TOW BAR WAS WEDGED INTO THE WHEEL WELL.,rebel
REL_146,NOSE WHEEL,part of,TOW BAR,PILOT UNABLE TO GET THE NOSE WHEEL DOWN. A TOW BAR WAS WEDGED INTO THE WHEEL WELL.,rebel
REL_147,FORCED LANDING,product or material produced,FUEL,FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL.,rebel
REL_147,FUEL,manufacturer,FORCED LANDING,FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL.,rebel
REL_148,TAXI,different from,TAXI LIGHT,AIRCRAFT STRUCK DITCH WHILE TAXIING AT NIGHT WITHOUT TAXI LIGHT. BATTERY WAS TOO WEAK DUE TO GENERATOR FAILURE.,rebel
REL_148,TAXI LIGHT,different from,TAXI,AIRCRAFT STRUCK DITCH WHILE TAXIING AT NIGHT WITHOUT TAXI LIGHT. BATTERY WAS TOO WEAK DUE TO GENERATOR FAILURE.,rebel
REL_149,HANGAR,subclass of,TAXIING,"WHILE TAXIING TO MAINTENANCE HANGAR, PILOT LOST NOSE WHEEL STEERING. WINGTIP HIT HANGAR, CAUGHT ON FIRE.",rebel
REL_149,HANGAR,subclass of,TAXIING,"WHILE TAXIING TO MAINTENANCE HANGAR, PILOT LOST NOSE WHEEL STEERING. WINGTIP HIT HANGAR, CAUGHT ON FIRE.",rebel
REL_150,NACELLE,significant event,ENGINE SHUTDOWN,ENGINE SHUTDOWN DUE TO SMOKE FROM NACELLE. GEAR RETRACTED ON LANDING ROLLOUT.,rebel
REL_151,PILOT WAS AWARE,facet of,FUEL,PILOT WAS AWARE OF EXCESSIVE WATER IN FUEL.,rebel
REL_152,AIRCRAFT HAD TOTAL ELECTRICAL FAILURE,product or material produced,GEAR,AIRCRAFT HAD TOTAL ELECTRICAL FAILURE ON FINAL. GEAR PARTIALLY EXTENDED AND COLLAPSED ON TOUCHDOWN.,rebel
REL_152,GEAR,product or material produced,AIRCRAFT HAD TOTAL ELECTRICAL FAILURE,AIRCRAFT HAD TOTAL ELECTRICAL FAILURE ON FINAL. GEAR PARTIALLY EXTENDED AND COLLAPSED ON TOUCHDOWN.,rebel
REL_153,GENERATOR SHORTING,country,Canada,GENERATOR SHORTING.,rebel
REL_154,NO 4 ROD ASY,replaced by,UNKN RSN,ACFT STRUCK COM POLES & CONCRETE WALL & BURNED. NO 4 ROD ASY (PN 41A2) FAILED FOR UNKN RSN.,rebel
REL_154,UNKN RSN,replaces,NO 4 ROD ASY,ACFT STRUCK COM POLES & CONCRETE WALL & BURNED. NO 4 ROD ASY (PN 41A2) FAILED FOR UNKN RSN.,rebel
REL_155,TIE DOWN STRAP ACROSS LEFT SKID CAUGHT ON TRAILER AND TETHERED HEPER,has part,TRAILER,TIE DOWN STRAP ACROSS LEFT SKID CAUGHT ON TRAILER AND TETHERED HEPER.,rebel
REL_155,TIE DOWN STRAP ACROSS LEFT SKID CAUGHT ON TRAILER AND TETHERED HEPER,has part,TRAILER,TIE DOWN STRAP ACROSS LEFT SKID CAUGHT ON TRAILER AND TETHERED HEPER.,rebel
REL_155,TRAILER,part of,TIE DOWN STRAP ACROSS LEFT SKID CAUGHT ON TRAIDED HEPER,TIE DOWN STRAP ACROSS LEFT SKID CAUGHT ON TRAILER AND TETHERED HEPER.,rebel
REL_155,TRAILER,part of,TIE DOWN STRAP ACROSS LEFT SKID CAUGHT ON TETHERED HEPER,TIE DOWN STRAP ACROSS LEFT SKID CAUGHT ON TRAILER AND TETHERED HEPER.,rebel
REL_156,DMGD WING,instance of,LDG,DMGD WING & AILERON DRG PREVIOUS LDG.,rebel
REL_157,LIFTOFF,location,TAKEOFF,"ENGINE LOST POWER AFTER LIFTOFF, LANDED GEAR UP ON THE TAKEOFF RUNWAY. HAD BEEN TOPPED OFF WITH JET FUEL.",rebel
REL_158,LIFTOFF,facet of,ENGINE,ENGINE QUIT AFTER LIFTOFF DUE TO WATER IN FUEL. LANDED ON REMAINING RUNWAY GEAR UP.,rebel
REL_159,AIRCRAFT FAILED TO CLIMB,has cause,ICE,AIRCRAFT FAILED TO CLIMB AFTER LIFTOFF DUE TO AIRFRAME ICE. STRUCK A FENCE AND WENT INVERTED.,rebel
REL_159,ICE,has effect,AIRCRAFT FAILED TO CLIMB,AIRCRAFT FAILED TO CLIMB AFTER LIFTOFF DUE TO AIRFRAME ICE. STRUCK A FENCE AND WENT INVERTED.,rebel
REL_160,BAGGAGE CART,participant in,JET BLAST,BAGGAGE CART WAS BLOWN INTO PARKED AIRCRAFT BY JET BLAST. BRAKES WERE INOPERATIVE ON CART.,rebel
REL_160,JET BLAST,participant,BAGGAGE CART,BAGGAGE CART WAS BLOWN INTO PARKED AIRCRAFT BY JET BLAST. BRAKES WERE INOPERATIVE ON CART.,rebel
REL_161,LANDING LIGHT INOPERATIVE,located in the administrative territorial entity,TAXIWAY,RAN OFF SIDE OF TAXIWAY AT NIGHT. LANDING LIGHT INOPERATIVE.,rebel
REL_162,FOUND ICE IN FUEL LINES,location,FIELD,FORCED LANDING IN FIELD AFTER ENGINE QUIT. FOUND ICE IN FUEL LINES.,rebel
REL_163,SINGLE GENERATOR FAILED,has cause,OIL LOSS,DIP STICK NOT PROPERLY SECURED. ENGINE SHUT DOWN DUE TO OIL LOSS. SINGLE GENERATOR FAILED DUE TO OVERLOAD.,rebel
REL_164,FUEL STORAGE TANK,product or material produced,FUEL,"LANDING IN FIELD DUE TO POWER LOSS, WATER IN FUEL SYSTEM. WATER CAME FROM A FUEL STORAGE TANK.",rebel
REL_165,WHEEL PANTS,manufacturer,WHEELS,WHEELS LOCKED UP AFTER SEVERAL TOUCH AND GO LANDINGS DUE TO SNOW PACKED IN THE WHEEL PANTS.,rebel
REL_166,PILOT ASSUMED TANKS TO BE FULL,facet of,FUEL STARVATION,PILOT ASSUMED TANKS TO BE FULL. DID NOT CHECK. ONE ENGINE QUIT ON TAKEOFF DUE TO FUEL STARVATION.,rebel
REL_167,FALURE,has effect,BATTERY,ENGINE FALURE FOLLOWED BY TOTAL ELECTRICAL FAILURE. BATTERY KNOWN TO BE BAD. FUEL CONTROL UNIT POOR CONDITION.,rebel
REL_167,BATTERY,has cause,FALURE,ENGINE FALURE FOLLOWED BY TOTAL ELECTRICAL FAILURE. BATTERY KNOWN TO BE BAD. FUEL CONTROL UNIT POOR CONDITION.,rebel
REL_168,ICY RAMP AND RUNWAY,instance of,TRAIL,"ICY RAMP AND RUNWAY, PILOT FAILED TO RELEASE BRAKES. TIRES BLOWN ON LANDING.",rebel
REL_169,NACELLE,connects with,BOOST PUMP,"ENGINE FLAMED OUT DURING TAXI, APPROXIMATELY 6 QTS. OF WATER DRAINED FROM LEFT NACELLE AND BOOST PUMP.",rebel
REL_169,BOOST PUMP,connects with,NACELLE,"ENGINE FLAMED OUT DURING TAXI, APPROXIMATELY 6 QTS. OF WATER DRAINED FROM LEFT NACELLE AND BOOST PUMP.",rebel
REL_170,LIFTOFF,instance of,ENGINE,ENGINE QUIT AFTER LIFTOFF. LANDED GEAR UP. FOUND WATER IN FUEL AND 3 FOULED SPARK PLUGS.,rebel
REL_171,LANDED ON THE AIRPORT,instance of,ENGINE,ENGINE STOPPED DUE TO WATER IN ALL OF THE FUEL SYSTEM. LANDED ON THE AIRPORT.,rebel
REL_172,LIFT-OFF,subclass of,MAINTENANCE,EMERGENCY LIFT-OFF AND GO AROUND DUE TO MAINTENANCE EQUIPMENT ON THE RUNWAY,rebel
REL_173,NO LEFT TAXI,instance of,PILOT,PILOT DISCOVERED HE HAD NO LEFT BRAKE DURING TAXI.,rebel
REL_174,INSTRUCTIONAL FLIGHT,product or material produced,ENGINE,RAN OUT OF OIL ON INSTRUCTIONAL FLIGHT. ENGINE FAILED INTERNALLY.,rebel
REL_175,WITNESS STATED,has part,AIRCRAFT,WITNESS STATED 1/4IN ICE ON AIRCRAFT.,rebel
REL_175,AIRCRAFT,part of,WITNESS STATED,WITNESS STATED 1/4IN ICE ON AIRCRAFT.,rebel
REL_176,R TIE DOWN,part of,TRAILER,R SKID HUNG UP ON R TIE DOWN STRAPS OF TRAILER.,rebel
REL_176,TRAILER,has part,R TIE DOWN,R SKID HUNG UP ON R TIE DOWN STRAPS OF TRAILER.,rebel
REL_177,ELVATOR GUST LOCK,part of,CRPATH,PLT SEL CERTIFICATED.ELEVATOR GUST LOCK FOUND IN EARLY PART OF CRPATH BFR BREAK UP.,rebel
REL_177,CRPATH,has part,ELVATOR GUST LOCK,PLT SEL CERTIFICATED.ELEVATOR GUST LOCK FOUND IN EARLY PART OF CRPATH BFR BREAK UP.,rebel
REL_178,PILOT TAXIED,facet of,TAXIWAY,PILOT TAXIED INTO UNMARKED DITCH AT END OF TAXIWAY.,rebel
REL_178,TAXIWAY,has part,PILOT TAXED,PILOT TAXIED INTO UNMARKED DITCH AT END OF TAXIWAY.,rebel
REL_179,PILOT,different from,TAXIWAY,"AS PILOT ATTEMPTED TURN ON TAXIWAY, WHEEL WENT INTO DITCH. NO BRAKES DUE TO INSUFFICIENT FLUID.",rebel
REL_179,TAXIWAY,different from,PILOT,"AS PILOT ATTEMPTED TURN ON TAXIWAY, WHEEL WENT INTO DITCH. NO BRAKES DUE TO INSUFFICIENT FLUID.",rebel
REL_180,LANDING GEAR SELECTOR,part of,TAKEOFF,LANDING GEAR SELECTOR INADVERTENTLY LEFT IN UP POSITION. GEAR COLLAPSED ON TAKEOFF. GEAR WARNING HORN INOP.,rebel
REL_180,TAKEOFF,has part,LANDING GEAR SELECTOR,LANDING GEAR SELECTOR INADVERTENTLY LEFT IN UP POSITION. GEAR COLLAPSED ON TAKEOFF. GEAR WARNING HORN INOP.,rebel
REL_181,LOST DIRECTIONAL CONTROL ON ICY RUNWAY,manufacturer,CYLINDER,LOST DIRECTIONAL CONTROL ON ICY RUNWAY. RIGHT BRAKE MASTER CYLINDER WAS EMPTY. NOT SERVICED FOR 5 MONTHS.,rebel
REL_181,CYLINDER,product or material produced,LOST DIRECTIONAL CONTROL ON ICY RUNWAY,LOST DIRECTIONAL CONTROL ON ICY RUNWAY. RIGHT BRAKE MASTER CYLINDER WAS EMPTY. NOT SERVICED FOR 5 MONTHS.,rebel
REL_182,WATER,has part,FUEL,ENGINE QUIT DUE TO WATER IN THE FUEL. SOURCE OF CONTAMINATION WAS LOCAL STORAGE TANK.,rebel
REL_182,FUEL,part of,WATER,ENGINE QUIT DUE TO WATER IN THE FUEL. SOURCE OF CONTAMINATION WAS LOCAL STORAGE TANK.,rebel
REL_183,HEAVY FRONT,has part,ICE ON TRIM,HEAVY FROST ON ACT AND ICE ON TRIM HINGES.,rebel
REL_183,ICE ON TRIM,part of,HEAVY FRONT,HEAVY FROST ON ACT AND ICE ON TRIM HINGES.,rebel
REL_184,PILOT,has part,ENGINE,"PILOT TOOK OFF WITH SNOW BLOWN IN THE ENGINE COMPARTMENT. SNOW MELTED, THEN FROZE UP THE THROTTLE LINKAGE.",rebel
REL_184,ENGINE,part of,PILOT,"PILOT TOOK OFF WITH SNOW BLOWN IN THE ENGINE COMPARTMENT. SNOW MELTED, THEN FROZE UP THE THROTTLE LINKAGE.",rebel
REL_185,SUB DMG,part of,N8107T,"GUST LOCK FOUND ATTACHED TO R WING. SUB DMG TO CESSNA 172,N8107T.",rebel
REL_185,N8107T,has part,SUB DMG,"GUST LOCK FOUND ATTACHED TO R WING. SUB DMG TO CESSNA 172,N8107T.",rebel
REL_187,TURBOCHARGERS,subsidiary,AIRCRAFT,FROST ON AIRCRAFT.TURBOCHARGERS NOT USED ON TKOF.,rebel
REL_187,AIRCRAFT,parent organization,TURBOCHARGERS,FROST ON AIRCRAFT.TURBOCHARGERS NOT USED ON TKOF.,rebel
REL_188,PLT,has part,CNTLR,PLT RQSTD & CNTLR APPVD SPCL VFR CLRNCE AT NITE.PLT NOT INST RTD.TR SET 3005 VICE 2999.,rebel
REL_188,PLT,has part,VFR,PLT RQSTD & CNTLR APPVD SPCL VFR CLRNCE AT NITE.PLT NOT INST RTD.TR SET 3005 VICE 2999.,rebel
