record_id,problem,action,aircraft_model,manufacturer,source
MN_100203,#2 INTAKE LEAKING ON R/H ENGINE.,REMOVED & REPLACED #2 INTAKE GASKET ON R/H ENGINE.,,,maintnet
MN_100204,"INTAKES 2, # & 4 LEAKING ON L/H ENGINE.","REMOVED & REPLACED INTAKE GASKET 2, 3 & 4 ON L/H ENGINE",,,maintnet
MN_100205,ROCKER COVERS 2 & 4 LEAKING ON R/H ENGINE.,REMOVED & REPLACED #2 & 4 ROCKER COVER GASKETS ON R/H E,,,maintnet
MN_100206,"ON RIGHT ENG START, ENGINE RAN VERY ROUGH.","REMOVED & REPLACED #3 CYL ASSY. REEMED 1, 2, 4 EXHAUST",,,maintnet
MN_100207,"ON RIGHT ENG START, ENGINE RAN VERY ROUGH.","RAN ENGINE, #3 CYL NO EGT. PULLED PROP THROUGH 4 COMPRE",,,maintnet
MN_100208,#2 INTAKE IS LEAKING.,REMOVED & REPLACED INTAKE GASKETS.,,,maintnet
MN_100209,CYL #2 INTAKE GASKET IS LEAKING.,REMOVED & REPLACED CYL #2 INTAKE GASKET.,,,maintnet
MN_100210,CYL #2 & 3 ROCKER COVERS LEAKING.,REMOVED & REPLACED CYL #2 & 3 ROCKER COVER GASKETS.,,,maintnet
MN_100211,CYL #3 AFT BAFFLE I/B SCREW BRACKET RIVETS ARE SHEARED OFF.,"REMOVED CYL #3 AFT BAFFLE, REPLACED BROKEN FASTENERS &",,,maintnet
MN_100212,#3 ROCKER COVER LEAKING.,REMOVED & REPLACED ROCKER COVER W/ NEW.,,,maintnet
MN_100213,#2 & 4 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED GASKETS.,,,maintnet
MN_100214,R/H ENGINE #2 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_100215,L/H ENGINE #4 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_100216,"R/H ENGINE, ALL 4 ROCKER COVER GASKETS SEEPING.",REMOVED & REPLACED ALL GASKETS.,,,maintnet
MN_100217,R/H REAR ENGINE BAFFLE SCREW MISSING.,INSTALLED NEW SCREW.,,,maintnet
MN_100218,ROCKER BOX COVER SCREWS LOOSE (ALL CYLS).,RETORQUED SCREWS.,,,maintnet
MN_100219,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS).,TIGHTENED HOSE CLAMPS.,,,maintnet
MN_100220,#2 INTAKE LEAKING.,REMOVED & REPLACED #2 INTAKE GASKET.,,,maintnet
MN_100221,#4 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,,,maintnet
MN_100222,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYL).,TIGHTENED HOSE CLAMPS.,,,maintnet
MN_100223,#2 & 4 ROCKER BOX COVER SCREWS LOOSE.,RETORQUED #2 & 4 ROCKER BOX COVER SCREWS.,,,maintnet
MN_100224,L/H ENGINE #1 INTAKE LEAKING.,REMOVED & REPLACED L/H #1 INTAKE GASKET.,,,maintnet
MN_100225,R/H ENGINE #2 & 1 INTAKE LEAKING.,REMOVED & REPLACED R/H ENGINE INTAKE GASKETS 1 & 2.,,,maintnet
MN_100226,R/H FWD UPPER BAFFLE SEAL IS LOOSE.,REPLACED BAFFLE SEAL.,,,maintnet
MN_100227,#4 ROCKER COVER IS LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_100228,ROCKER BOX COVER SCREWS LOOSE.,RETORQUE ROCKER BOX COVER SCREWS.,,,maintnet
MN_100229,#4 ROCKER GASKET LEAKING.,REPLACED ROCKER GASKET.,,,maintnet
MN_100230,#2 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,,,maintnet
MN_100231,#4 CYL HAS NO COMPRESSION.,"INSTALLED NEW GASKET, LEAK CK GOOD.",,,maintnet
MN_100232,#4 CYL HAS NO COMPRESSION.,"INSPECTED VALVES, FOUND NO DEFECTS. RAN A/C & RECHECKED",,,maintnet
MN_100233,SCREW MISSING ON #3 BAFFLE.,REPLACED SCREW.,,,maintnet
MN_100234,#2 ROCKER COVER IS LEAKING.,REPLACED GASKET.,,,maintnet
MN_100235,INDUCTION TUBE HOSE CLAMPS LOOSE.,TIGHTENED HOSE CLAMPS.,,,maintnet
MN_100236,R/H ENG CYL #3 INTAKE IS LEAKING.,REPLACED INTAKE GASKET.,,,maintnet
MN_100237,L/H ENG #4 INDUCTION TUBE GASKET LEAKING.,REPLACED INTAKE GASKET.,,,maintnet
MN_100238,L/H ENG CYL #1 FWD BAFFLE SEAL IS LOOSE.,RESECURED #1 FWD BAFFLE SEAL.,,,maintnet
MN_100239,"L/H ENG #1, 2 & 3 ROCKER BOX COVERS LEAKING.",REPLACED ROCKER COVER GASKETS.,,,maintnet
MN_100240,R/H ENG #2 INTAKE TUBE GASKET IS LEAKING.,INSTALLED NEW #2 INTAKE TUBE GASKET.,,,maintnet
MN_100241,R/H ENG ALL ROCKER COVER GASKETS LEAKING.,INSTALLED NEW R/H ENG ROCKER BOX COVER GASKETS.,,,maintnet
MN_100242,AFT BAFFLE BRACKET RIVETS SHEARED.,RESECURED BAFFLE BRACKET.,,,maintnet
MN_100243,#3 AFT BAFFLE IS WORN THROUGH AT I/B CYLINDER WRAP.,REMOVED WORN PIECE. FABRICATED REPLACEMENT FROM LIKE MA,,,maintnet
MN_100244,FRONT R/H BAFFLE SIDE HAS A CRACK BY SCREW.,STOP DRILLED CRACK.,,,maintnet
MN_100245,FRONT R/H BAFFLE WORN THROUGH FROM MUFFLER SHROUD.,REMOVED BAFFLE.,,,maintnet
MN_100246,FRONT R/H BAFFLE WORN THROUGH FROM MUFFLER SHROUD.,FABRICATED PATCH W/ LIKE MATERIALS. RIVETED IAW,,,maintnet
MN_100247,"#2, 3 & 4 ROCKER GASKETS LEAKING.","REPLACED #2, 3 & 4 ROCKER GASKETS. LEAK CHECK GOOD.",,,maintnet
MN_100248,#3 AFT BAFFLE CRACKED IN SEVERAL PLACES.,INSTALLED NEW BAFFLE.,,,maintnet
MN_100249,#3 AFT BAFFLE CRACKED IN SEVERAL PLACES.,REMOVED R/H REAR BAFFLE.,,,maintnet
MN_100250,SCREW MISSING IN #4 ROCKER COVER.,INSTALLED & TORQUED NEW SCREW IN #4 ROCKER BOX COVER. R,,,maintnet
MN_100251,#2 INTAKE IS LEAKING.,REPLACED GASKET.,,,maintnet
MN_100252,BRACKET SECURING OIL LINE TO #2 CYLINDER BROKEN.,REMOVED & REPLACED BRACKET.,,,maintnet
MN_100253,REMOVE ENGINE TO FACILITATE FIREWALL REPAIR.,REMOVED ENGINE TO FACILITATE REPAIR BY ODEGAARD WINGS.,,,maintnet
MN_100254,REMOVE ENGINE TO FACILITATE FIREWALL REPAIR.,REINSTALLED ENGINE IAW MAINTENANCE MAN,,,maintnet
MN_100255,#2 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,,,maintnet
MN_100256,#2 & 4 ROCKER COVERS ARE LEAKING.,REMOVED & REPLACED GASKETS.,,,maintnet
MN_100257,"DOING MAX PERFORM T/O @ 3200, MP WON'T GO ANY HIGHER THAN 24",REQUIRES MX FLIGHT TO VERIFY DISCREPANCY,,,maintnet
MN_100258,"ROCKER COVER GASKETS 1, 3 & 4 LEAKING.","REMOVED & REPLACED ROCKER COVER GASKETS 1, 3 & 4.",,,maintnet
MN_100259,#2 & 4 CYLINDER ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED #2 & 4 GASKETS.,,,maintnet
MN_100260,"#1, 2 & 3 ROCKER BOX COVER SCREWS LOOSE.",TIGHTENED SCREWS.,,,maintnet
MN_100261,#1 & 3 ROCKER COVERS LEAKING.,REMOVED & REPLACED #1 & 3 ROCKER COVER GASKETS.,,,maintnet
MN_100262,ROCKER BOX COVER SCREWS LOOSE (ALL CYL).,TIGHTENED SCREWS.,,,maintnet
MN_100263,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYL).,TIGHTENED HOSE CLAMPS.,,,maintnet
MN_100264,#3 INTAKE LEAKING AT CLAMP.,READJUSTED & TIGHTENED CLAMP.,,,maintnet
MN_100265,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET W/ NEW.,,,maintnet
MN_100266,"RIVET PULLED THROUGH BAFFLE SEAL, #1 CYL.",REMOVED OLD RIVET & INSTALLED NEW RIVET.,,,maintnet
MN_100267,#3 ROCKER COVER LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_100268,L/H ENGINE I/B BAFFLE INTERCONNECT ROD BROKEN.,REMOVED & REPLACED BAFFLE INTERCONNECT ROD.,,,maintnet
MN_100269,#2 INDUCTION TUBE HOSE CLAMP BROKEN.,INSTALLED NEW HOSE CLAMP.,,,maintnet
MN_100270,"#1, 2, 3 CYLINDER INTAKE GASKETS LEAKING.",INSTALLED NEW INTAKE GASKETS.,,,maintnet
MN_100271,#4 ROCKER COVER IS LEAKING.,REMOVED & REPLACED #4 ROCKER COVER GASKET.,,,maintnet
MN_100272,AFT R/H BAFFLE HAS MISSING RIVET.,REMOVED & REPLACED RIVET.,,,maintnet
MN_100273,#2 & 4 ROCKER COVERS LEAKING.,REMOVED & REPLACED #2 & 4 ROCKER COVER GASKETS.,,,maintnet
MN_100274,RING GEAR HAS TOO MANY DAMAGED TEETH.,REMOVED PROP & INSTALLED SERVICEABLE RING GEAR ASSY. IN,,,maintnet
MN_100275,#3 CYLINDER OIL RETURN LINE BEEN CHAFING ON WIRE BUNDLE.,LEAK CHECK GOOD.,,,maintnet
MN_100276,#3 CYLINDER OIL RETURN LINE BEEN CHAFING ON WIRE BUNDLE.,REMOVED & REPLACED OIL RETURN LINE.,,,maintnet
MN_100277,R/H SIDE BACK BAFFLE IS CRACKED & BRACKET RIVETS BROKEN.,REMOVED R/H SIDE BAFFLE OFF ENGINE.,,,maintnet
MN_100278,R/H SIDE BACK BAFFLE IS CRACKED & BRACKET RIVETS BROKEN.,REPLACED BAFFLE W/ SERVICEABLE BAFFLE.,,,maintnet
MN_100279,#1 ROCKER COVER LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,,,maintnet
MN_100280,R/H ENGINE CYL #3 AFT BAFFLE IS CRACKED.,STOP DRILLED CRACK IN R/H ENG #3 AFT BAFFLE.,,,maintnet
MN_100281,L/H ENGINE CYL #4 AFT BAFFLE STIFFENER IS CRACKED.,REMOVED & REPLACED CRACKED STIFFENER.,,,maintnet
MN_100282,CYL #2 & 3 INTAKES ARE LEAKING.,REMOVED & REPLACED CYL #2 & 3 INTAKE GASKETS.,,,maintnet
MN_100283,R/H FWD UPPER BAFFLE SEAL NEEDS TO BE RESECURED.,INSTALLED POP RIVET TO RESECURE R/H FWD BAFFLE SEAL.,,,maintnet
MN_100284,#1 INTAKE IS LEAKING.,REMOVED & REPLACED #1 INTAKE GASKET.,,,maintnet
MN_100285,ROCKER COVERS 2 & 3 LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS 2 & 3.,,,maintnet
MN_100286,#2 INDUCTION TUBE GASKET LEAKING.,INSTALLED NEW #2 INDUCTION TUBE GASKET.,,,maintnet
MN_100287,#2 & 3 ROCKER BOX COVER GASKETS LEAKING.,INSTALLED NEW ROCKER BOX COVER GASKETS.,,,maintnet
MN_100288,"DURING ENTRY TO 180 DEGREE AUTO, WHEN COLLECTIVE LOWERED TO","INSPECTED THROTTLE LINKAGE, COLLECTIVE LINKAGE, NO DISC",,,maintnet
MN_100289,"CAP SCREW MISSING, L/H ENG #4 BAFFLE.",INSTALLED NEW SCREW.,,,maintnet
MN_100290,#4 ROCKER COVER LEAKING.,REMOVED & REPLACED #4 ROCKER COVER GASKET.,,,maintnet
MN_100291,ALL ROCKER COVERS HAVE LOOSE SCREWS.,TIGHTENED ALL COVERS.,,,maintnet
MN_100292,R/H ENG #3 INTAKE LEAKING.,REMOVED & REPLACED #3 INTAKE GASKET W/ NEW.,,,maintnet
MN_100293,HARDWARE MISSING ON R/H ENGINE #4 ROCKER COVER.,INSTALLED NEW SCREW INTO #4 ROCKER COVER.,,,maintnet
MN_100294,#4 INTAKE GASKET LEAKING.,REPLACED GASKET.,,,maintnet
MN_100295,RIGHT ENG #2 ROCKER COVER LEAKING.,REMOVED & REPLACED #2 ROCKER COVER.,,,maintnet
MN_100296,#1 & 3 ROCKER BOX COVER SCREWS LOOSE.,TIGHTENED SCREWS.,,,maintnet
MN_100297,#2 & 4 INDUCTION TUBE GASKETS LEAKING.,INSTALLED NEW #2 & 4 INDUCTION TUBE GASKETS.,,,maintnet
MN_100298,ALL SCREWS FOR ROCKER COVERS ARE LOOSE.,TIGHTENED ALL SCREWS.,,,maintnet
MN_100299,#1 & 4 INTAKES LEAKING.,REMOVED & REPLACED INTAKE GASKETS 1 & 4.,,,maintnet
MN_100300,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS).,TIGHTENED HOSE CLAMPS.,,,maintnet
MN_100301,R/H REAR BAFFLE MOUNTING SCREW LOOSE.,TIGHTENED R/H REAR BAFFLE MOUNTING SCREW.,,,maintnet
MN_100302,L/H BAFFLE PLUG MISSING.,INSTALLED PATCH FABRICATED OUT OF LIKE MATERIAL. INSTAL,,,maintnet
MN_100303,#3 INTAKE LEAKING.,REMOVED & REPLACED #3 INTAKE GASKET.,,,maintnet
MN_100304,ENGINE INSPECTION PANEL MISSING SCREW,REINSTALLED SCREW,,,maintnet
MN_100305,#1 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,,,maintnet
MN_100306,CYL #2 & 3 INTAKES ARE LEAKING.,REPLACED CYL #2 & 3 INTAKE GASKETS.,,,maintnet
MN_100307,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET W/ NEW.,,,maintnet
MN_100308,"#2, 3 & 4 ROCKER BOX COVER SCREWS LOOSE.",TIGHTENED SCREWS.,,,maintnet
MN_100309,STARTER RING GEAR MISSING TEETH.,REMOVED & REPLACED STARTER RING GEAR. RESAFETY WIRED PR,,,maintnet
MN_100310,#2 & 4 INTAKE GASKETS LEAKING.,REMOVED & REPLACED #2 & 4 INTAKE GASKETS W/ NEW.,,,maintnet
MN_100311,BOTH BAFFLE PLUGS WORN.,REPLACED BOTH BAFFLE PLUGS.,,,maintnet
MN_100312,#1 ROCKER LEAKING.,REMOVED & REPLACED #1 ROCKER COVER GASKET.,,,maintnet
MN_100313,R/H FWD BAFFLE MISSING SCREW.,INSTALLED NEW SCREW.,,,maintnet
MN_100314,OIL PSI SWITCH WIRING GROMMET IS MISSING.,INSTALLED NEW GROMMET.,,,maintnet
MN_100315,#4 INTAKE LEAKING.,REPLACED GASKET.,,,maintnet
MN_100316,#2 ROCKER COVER LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,,,maintnet
MN_100317,ROCKER COVERS 2 & 3 LEAKING.,REMOVED & REPLACED #2 & 3 ROCKER COVER GASKETS.,,,maintnet
MN_100318,BACK L/H TOP BAFFLE IS CRACKED.,"FABRICATED PATCH, INSTALLED PATCH. RIVET IAW  SRM",,,maintnet
MN_100319,L/H FWD ENGINE BAFFLE CRACKED.,"STOP DRILLED CRACK, FABRICATED PATCH. RIVETED IAW",,,maintnet
MN_100320,L/H & R/H SPARK PLUG THROUGH HOLE PLUGS NEED TO BE REPLACED.,INSTALLED NEW ENGINE BAFFLE BUTTON PLUGS.,,,maintnet
MN_100321,#2 ROCKER COVER LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,,,maintnet
MN_100322,L/H FWD ENGINE BAFFLE BLAST TUBE BLOCKED,REMOVED BLOCKAGE,,,maintnet
MN_100323,R/H ENGINE 2 & 3 INTAKES LEAKING.,REPLACED #2 & 3 INTAKE GASKETS.,,,maintnet
MN_100324,#3 ROCKER COVER LEAKING ON R/H ENGINE.,REPLACED #3 ROCKER COVER GASKET.,,,maintnet
MN_100325,"L/H ENGINE INTAKES 1, 2 & 4 LEAKING.","REMOVED & REPLACED 1, 2 & 4 INTAKE GASKETS W/ NEW.",,,maintnet
MN_100326,#2 INTAKE IS LEAKING.,REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_100327,R/H BAFFLE PLUG NEEDS TO BE CHANGED.,REMOVED & REPLACED BAFFLE PLUG.,,,maintnet
MN_100328,#3 INTAKE IS LEAKING.,REMOVED & REPLACED #3 INTAKE GASKET.,,,maintnet
MN_100329,L/H BOTTOM BAFFLE WIRE HOLDER IS BROKEN.,REMOVED & REPLACED LOWER L/H BAFFLE TIE ROD.,,,maintnet
MN_100330,#4 CYL INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_100331,SPARK PLUG BAFFLE PLUG IS WORN.,INSTALLED NEW BAFFLE PLUG.,,,maintnet
MN_100332,#2 INTAKE IS LEAKING.,REMOVED & REPLACED INTAKE GASKET. CLEANED FUEL STAINS I,,,maintnet
MN_100333,#3 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_100334,#2 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,,,maintnet
MN_100335,"#2 CYL, LEFT ENG INTAKE IS LEAKING.",REMOVED & REPLACED #2 INTAKE GASKET.,,,maintnet
MN_100336,R/H ENGINE #4 CYL INTAKE GASKET IS LEAKING.,REPLACED GASKET.,,,maintnet
MN_100337,R/H ENGINE #1 CYL SIDE BAFFLE SEAL IS TORN.,REMOVED & REPLACED SEAL.,,,maintnet
MN_100338,R/H ENGINE #3 CYL AFT BAFFLE SEAL IS OUT OF PLACE.,RESECURED BAFFLE SEAL.,,,maintnet
MN_100339,L/H SIDE BAFFLE CRACKED.,"PATCHED W/ LIKE MATERIAL. RIVETING IAW , CH",,,maintnet
MN_100340,L/H DEFLECTOR BAFFLE IS CRACKED.,"PATCHED W/ LIKE MATERIAL. RIVETING IAW , CH",,,maintnet
MN_100341,#2 & 4 ROCKER COVERS ARE LEAKING.,REPLACED ROCKER COVER GASKETS.,,,maintnet
MN_100342,ENGINE BAFFLE BUTTONS WORN.,REMOVED OLD BAFFLE BUTTONS & INSTALLED NEW ONES ON L/H,,,maintnet
MN_100343,#4 INTAKE GASKET IS LEAKING.,REPLACED GASKET.,,,maintnet
MN_100344,LOWER RIGHT BAFFLE SPRING IS BROKEN.,REPLACED W/ NEW BAFFLE SPRING.,,,maintnet
MN_100345,R/H BACK BAFFLE BRACKET SCREWS ARE LOOSE.,"REMOVED BAFFLE, INSTALLED NEW BRACKET SCREWS & REINSTAL",,,maintnet
MN_100346,BOTH BAFFLE PLUGS BAD.,REMOVED & REPLACED BOTH BAFFLE PLUGS.,,,maintnet
MN_100347,#2 ROCKER COVER LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,,,maintnet
MN_100348,#3 ROCKER COVER LEAKING.,REMOVED & REPLACED #3 ROCKER COVER GASKET.,,,maintnet
MN_100349,CYL #3 BACK BAFFLE SCREW MISSING.,INSTALLED CYL #3 BACK BAFFLE SCREW.,,,maintnet
MN_100350,SPIRAL WRAP ON ROCKER OIL RETURN LINES #1 & 3 REQUIRES REPLA,REMOVED & REPLACED SPIRAL WRAP ON ROCKER RETURN LINES #,,,maintnet
MN_100351,L/H ENGINE ROCKER BOX COVER SCREWS LOOSE.,TIGHTENED DOWN SCREWS.,,,maintnet
MN_100352,R/H ENGINE ROCKER BOX COVER SCREWS LOOSE.,TIGHTENED DOWN SCREWS.,,,maintnet
MN_100353,R/H ENG #2 INTAKE GASKET LEAKS.,REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_100354,#4 INDUCTION TUBE GASKET LEAKING.,REPLACED #4 INDUCTION TUBE GASKET.,,,maintnet
MN_100355,#2 & 4 ROCKER BOX COVER GASKETS LEAKING.,REPLACED #2 & 4 ROCKER COVER GASKETS,,,maintnet
MN_100356,#1 INTAKE GASKET LEAKING.,REMOVED & REPLACED #1 INTAKE GASKET W/ NEW.,,,maintnet
MN_100357,#4 ROCKER COVER LEAKING.,REMOVED & REPLACED #4 ROCKER COVER GASKET W/ NEW.,,,maintnet
MN_100358,#1 INTAKE IS LEAKING.,REMOVED & REPLACED INTAKE TUBE.,,,maintnet
MN_100359,ENGINE BAFFLE PLUG MISSING.,INSTALLED NEW BAFFLE PLUG ON L/H SIDE OF ENGINE.,,,maintnet
MN_100360,CYL #1 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,,,maintnet
MN_100361,#2 INTAKE IS LEAKING.,REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_100362,CYL #2 ROCKER COVER LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,,,maintnet
MN_100363,R/H ENGINE #3 & 2 INTAKES LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_100364,R/H ENGINE #3 ROCKER COVER IS LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_100365,#2 & 3 INTAKES ON L/H ENGINE ARE LEAKING.,REPLACED #2 & 3 INTAKE GASKETS ON L/H ENGINE.,,,maintnet
MN_100366,#2 CYL INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_100367,#2 CYLINDER INNER INTAKE PUSH ROD SEAL LEAKING.,REPLACED INNER & OUTER PUSH ROD TUBE SEALS & ROCKER COV,,,maintnet
MN_100368,#2 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,,,maintnet
MN_100369,#3 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #3 ROCKER COVER GASKET.,,,maintnet
MN_100370,FWD PUSH ROD SEAL LEAKING @ ENGINE ON #3 CYLINDER.,REMOVED & REPLACED #3 CYLINDER FWD PUSH ROD TUBE SEALS.,,,maintnet
MN_100371,CYL #1 BAFFLE CRACKED AT SCREW SUPPORT & FWD BAFFLE BELOW #1,FABRICATED PATCHES OF LIKE MATERIAL & RIVETED IAW,,,maintnet
MN_100372,R/H BAFFLE SEAL LOOSE (FWD UPPER).,RESECURED BAFFLE SEAL.,,,maintnet
MN_100373,BAFFLE SEAL HAS HOLE IN IT.,REPAIRED HOLE IN SEAL.,,,maintnet
MN_100374,FRONT BAFFLE RUBBING ON MUFFLER.,APPLIED HIGH TEMP SEALANT TO SEPERATE & SECURE BAFFLE.,,,maintnet
MN_100375,#2 INTAKE LEAKING.,REPLACED GASKET.,,,maintnet
MN_100376,#3 CYLINDER HAS VALVE STICKING.,INSTALLED REMAINING ITEMS.,,,maintnet
MN_100377,#3 CYLINDER HAS VALVE STICKING.,"REMOVED CYL, INSTALLED REPAIRED CYL, TWO -28 PUSH RODS",,,maintnet
MN_100378,#4 CYL INTAKE GASKET IS LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_100379,#2 INTAKE IS LEAKING.,REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_100380,"#2, 4 ROCKER COVER IS LEAKING.",REMOVED & REPLACED ROCKER COVER GASKETS.,,,maintnet
MN_100381,#2 & 3 INTAKES ARE LEAKING.,REMOVED & REPLACED GASKETS.,,,maintnet
MN_100382,#3 CYL AFT BAFFLE MISSING SCREW.,INSTALLED NEW SCREW.,,,maintnet
MN_100383,#4 ROCKER COVER IS LEAKING.,REPLACED GASKET.,,,maintnet
MN_100384,"ENGINE ROUGH ON START, SUSPECT STUCK VALVE.","INSP'D, FOUND #3 CYL EXHAUST VALVE STUCK OPEN, CONTACTE",,,maintnet
MN_100385,"ENGINE ROUGH ON START, SUSPECT STUCK VALVE.","TORQUED CYL BASE, INSTALLED REMAINING LINES, TUBES, BAF",,,maintnet
MN_100386,#3 FWD PUSH ROD TUBE LEAKING @ ENGINE.,REMOVED & REPLACED #3 FWD PUSH ROD TUBE SEALS. LEAK CHE,,,maintnet
MN_100387,CYL #3 INTAKE TUBE LEAKING AT SUMP CONNECTOR HOSE.,TIGHTENED CLAMPS.,,,maintnet
MN_100388,CYL #3 AFT BAFFLE MOUNT RIVETS ARE SHEARED.,"REMOVED BAFFLE, REPAIRED MOUNT & REINSTALLED.",,,maintnet
MN_100389,#2 CYL BAFFLE SEAL NEEDS TO BE RESECURED.,RESECURED #2 BAFFLE SEAL.,,,maintnet
MN_100390,#3 INTAKE GASKET LEAKS.,REPLACED GASKET.,,,maintnet
MN_100391,"SCREW MISSING FOR R/H SIDE OF BAFFLING, BEHIND DIPSTICK.","REMOVED DIPSTICK, INSTALLED SCREW, INSTALLED & SAFETIED",,,maintnet
MN_100392,R/H #4 SIDE BAFFLE MISSING BOLTS.,INSTALLED NEW BOLTS.,,,maintnet
MN_100393,LEFT ENGINE #3 DRAIN HOSE CLAMP AGAINST BAFFLE.,REPOSITIONED DRAIN TUBE CLAMPS TO CLEAR BAFFLE.,,,maintnet
MN_100394,#4 INTAKE LEAKING.,REMOVED & REPLACED #4 INTAKE GASKET.,,,maintnet
MN_100395,#2 ROCKER COVER LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,,,maintnet
MN_100396,CYL #2 & 4 INTAKES ARE LEAKING.,REPLACED INTAKE GASKETS.,,,maintnet
MN_100397,CYL #3 AFT BAFFLE MOUNT LOOSE.,REMOVED BAFFLE & FOUND BAFFLE ALMOST WORN THROUGH AT AF,,,maintnet
MN_100398,#3 ROCKER COVER REQUIRES NEW GASKET.,INSTALLED NEW GASKET.,,,maintnet
MN_100399,#4 INTAKE LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_100400,"SEVERE KNOCKING, VIBRATIONS ON START UP.","INSPECTED, COMPRESSIONS INDICATED NORMAL. REMOVED COWL,",,,maintnet
MN_100401,#2 INTAKE LEAKING.,REMOVED & REPLACED #2 INTAKE GASKET.,,,maintnet
MN_100402,CYL #2 & 4 INTAKES ARE LEAKING.,REPLACED INTAKE GASKETS.,,,maintnet
MN_100403,OIL RETURN LINE CLAMPS LOOSE.,TIGHTENED OIL RETURN LINE CLAMPS.,,,maintnet
MN_100404,"LOOSE CABLE SAFETY BAFFLE BOLTS, CYL #2.",TIGHTENED & RESECURED.,,,maintnet
MN_100405,#1 & 3 CYL FUEL INJ LINES STANDOFF LOOSE BY OIL FILLER TUBE.,TIGHTENED SCREW.,,,maintnet
MN_100406,R/H ENGINE #4 INTAKE IS LEAKING.,REPLACED GASKET.,,,maintnet
MN_100407,L/H ENGINE #3 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_100408,L/H ENGINE ALL 4 ROCKER COVERS ARE LEAKING.,REMOVED & REPLACED GASKETS.,,,maintnet
MN_100409,R/H ENGINE ALL 4 ROCKER COVERS ARE LEAKING.,REMOVED & REPLACED GASKETS.,,,maintnet
MN_100410,R/H ENGINE #2 & 4 ROCKER OIL RETURN LINES ARE LEAKING.,TIGHTENED CLAMPS.,,,maintnet
MN_100411,REPLACE L/H ENGINE TORQUEMETER HOSES.,LEAK CHECKED GOOD.,,,maintnet
MN_100412,REPLACE R/H ENGINE TORQUEMETER HOSES.,LEAK CHECKED GOOD.,,,maintnet
MN_100413,REPLACE L/H ENGINE TORQUEMETER HOSES.,REPLACED PRESSURE HOSE.,,,maintnet
MN_100414,REPLACE R/H ENGINE TORQUEMETER HOSES.,INSTALLED PRESSURE HOSE.,,,maintnet
MN_100415,REPLACE L/H ENGINE TORQUEMETER HOSES.,REPLACED VENT HOSE FOR TORQUEMETER.,,,maintnet
MN_100416,REPLACE R/H ENGINE TORQUEMETER HOSES.,REPLACED VENT HOSES FOR TORQUEMETER.,,,maintnet
MN_100417,R/H REAR ENGINE BAFFLE SUPPORT BROKEN.,INSTALED NEW BAFFLE SUPPORT.,,,maintnet
