record_id,description,aircraft_model,manufacturer,accident_type,date,year,state,city,airport,source
19781102023729I,AIRCRAFT STRUCK DITCH WHILE TAXIING AT NIGHT WITHOUT TAXI LIGHT. BATTERY WAS TOO WEAK DUE TO GENERATOR FAILURE.,M20E,MOONEY,AU,11-02-19781102,11,L,,L,faa
19780921019829I,"WHILE TAXIING TO MAINTENANCE HANGAR, PILOT LOST NOSE WHEEL STEERING. WINGTIP HIT HANGAR, CAUGHT ON FIRE.",2401,CVAC,EQ,9-21-19780921,9,L,,L,faa
19780925018069I,ENGINE SHUTDOWN DUE TO SMOKE FROM NACELLE. GEAR RETRACTED ON LANDING ROLLOUT.,421,CESSNA,EQ,9-25-19780925,9,L,,L,faa
19780903028619A,PILOT WAS AWARE OF EXCESSIVE WATER IN FUEL.,A150K,CESSNA,II,9-03-19780903,9,H,,H,faa
19780923027059I,AIRCRAFT HAD TOTAL ELECTRICAL FAILURE ON FINAL. GEAR PARTIALLY EXTENDED AND COLLAPSED ON TOUCHDOWN.,PA24,PIPER,EQ,9-23-19780923,9,L,,L,faa
19780908034669A,GENERATOR SHORTING.,F35,BEECH,EQ,9-08-19780908,9,L,CONT,L,faa
19781020041019A,ACFT STRUCK COM POLES & CONCRETE WALL & BURNED. NO 4 ROD ASY (PN 41A2) FAILED FOR UNKN RSN.,210H,CESSNA,AU,10-20-19781020,10,H,CONT,H,faa
19780916024019A,TIE DOWN STRAP ACROSS LEFT SKID CAUGHT ON TRAILER AND TETHERED HEPER.,OH13HTEXHE,TEXHEL,II,9-16-19780916,9,,,,faa
19781021036569A,DMGD WING & AILERON DRG PREVIOUS LDG.,A185E,CESSNA,AU,10-21-19781021,10,H,,H,faa
19781009029939I,"ENGINE LOST POWER AFTER LIFTOFF, LANDED GEAR UP ON THE TAKEOFF RUNWAY. HAD BEEN TOPPED OFF WITH JET FUEL.",500RKWELL,RKWELL,II,10-09-19781009,10,H,,H,faa
19780829037939I,ENGINE QUIT AFTER LIFTOFF DUE TO WATER IN FUEL. LANDED ON REMAINING RUNWAY GEAR UP.,M20J,MOONEY,II,8-29-19780829,8,L,,L,faa
19790119001139A,AIRCRAFT FAILED TO CLIMB AFTER LIFTOFF DUE TO AIRFRAME ICE. STRUCK A FENCE AND WENT INVERTED.,150M,CESSNA,II,1-19-19790119,1,H,,H,faa
19781108022239I,BAGGAGE CART WAS BLOWN INTO PARKED AIRCRAFT BY JET BLAST. BRAKES WERE INOPERATIVE ON CART.,SD330,STBROS,DE,11-08-19781108,11,H,,H,faa
19781108022269I,RAN OFF SIDE OF TAXIWAY AT NIGHT. LANDING LIGHT INOPERATIVE.,112TC,RKWELL,AU,11-08-19781108,11,L,,L,faa
19781114026859I,FORCED LANDING IN FIELD AFTER ENGINE QUIT. FOUND ICE IN FUEL LINES.,177,CESSNA,II,11-14-19781114,11,H,,H,faa
19781120025989I,DIP STICK NOT PROPERLY SECURED. ENGINE SHUT DOWN DUE TO OIL LOSS. SINGLE GENERATOR FAILED DUE TO OVERLOAD.,310J,CESSNA,II,11-20-19781120,11,L,,L,faa
19781128024449I,"LANDING IN FIELD DUE TO POWER LOSS, WATER IN FUEL SYSTEM. WATER CAME FROM A FUEL STORAGE TANK.",150,CESSNA,II,11-28-19781128,11,H,,H,faa
19781210024199I,WHEELS LOCKED UP AFTER SEVERAL TOUCH AND GO LANDINGS DUE TO SNOW PACKED IN THE WHEEL PANTS.,PA28/,PIPER,II,12-10-19781210,12,,,,faa
19781230019999I,PILOT ASSUMED TANKS TO BE FULL. DID NOT CHECK. ONE ENGINE QUIT ON TAKEOFF DUE TO FUEL STARVATION.,T337B,CESSNA,II,12-30-19781230,12,H,,H,faa
19781230020029I,ENGINE FALURE FOLLOWED BY TOTAL ELECTRICAL FAILURE. BATTERY KNOWN TO BE BAD. FUEL CONTROL UNIT POOR CONDITION.,B90,BEECH,AU,12-30-19781230,12,L,,L,faa
19790106001239I,"ICY RAMP AND RUNWAY, PILOT FAILED TO RELEASE BRAKES. TIRES BLOWN ON LANDING.",727200,BOEING,II,1-06-19790106,1,L,,L,faa
19790107000829I,"ENGINE FLAMED OUT DURING TAXI, APPROXIMATELY 6 QTS. OF WATER DRAINED FROM LEFT NACELLE AND BOOST PUMP.",B99,BEECH,II,1-07-19790107,1,L,,L,faa
19790111000619I,ENGINE QUIT AFTER LIFTOFF. LANDED GEAR UP. FOUND WATER IN FUEL AND 3 FOULED SPARK PLUGS.,177RG,CESSNA,II,1-11-19790111,1,H,,H,faa
19790113001939I,ENGINE STOPPED DUE TO WATER IN ALL OF THE FUEL SYSTEM. LANDED ON THE AIRPORT.,T210M,CESSNA,II,1-13-19790113,1,H,,H,faa
19790116002119I,EMERGENCY LIFT-OFF AND GO AROUND DUE TO MAINTENANCE EQUIPMENT ON THE RUNWAY,727200,BOEING,AF,1-16-19790116,1,L,,L,faa
19790123003659I,PILOT DISCOVERED HE HAD NO LEFT BRAKE DURING TAXI.,H295,HELIO,II,1-23-19790123,1,H,,H,faa
19790127003899I,RAN OUT OF OIL ON INSTRUCTIONAL FLIGHT. ENGINE FAILED INTERNALLY.,R172E,CESSNA,II,1-27-19790127,1,H,CONT,H,faa
19781110039789A,WITNESS STATED 1/4IN ICE ON AIRCRAFT.,421,CESSNA,II,11-10-19781110,11,L,,L,faa
19781104034149A,R SKID HUNG UP ON R TIE DOWN STRAPS OF TRAILER.,SA316C,AEROSP,II,11-04-19781104,11,G,,G,faa
19781205041369A,PLT SEL CERTIFICATED.ELEVATOR GUST LOCK FOUND IN EARLY PART OF CRPATH BFR BREAK UP.,C52B,DOUG,II,12-05-19781205,12,L,,L,faa
19781113027039I,PILOT TAXIED INTO UNMARKED DITCH AT END OF TAXIWAY.,PA28R200,PIPER,AF,11-13-19781113,11,L,,L,faa
19781119026389I,"AS PILOT ATTEMPTED TURN ON TAXIWAY, WHEEL WENT INTO DITCH. NO BRAKES DUE TO INSUFFICIENT FLUID.",310,CESSNA,II,11-19-19781119,11,L,,L,faa
19781216025369I,LANDING GEAR SELECTOR INADVERTENTLY LEFT IN UP POSITION. GEAR COLLAPSED ON TAKEOFF. GEAR WARNING HORN INOP.,F35,BEECH,II,12-16-19781216,12,L,,L,faa
19790102000919I,LOST DIRECTIONAL CONTROL ON ICY RUNWAY. RIGHT BRAKE MASTER CYLINDER WAS EMPTY. NOT SERVICED FOR 5 MONTHS.,421C,CESSNA,II,1-02-19790102,1,L,,L,faa
19790127003859I,ENGINE QUIT DUE TO WATER IN THE FUEL. SOURCE OF CONTAMINATION WAS LOCAL STORAGE TANK.,PA28181,PIPER,II,1-27-19790127,1,L,,L,faa
19781231044159A,HEAVY FROST ON ACT AND ICE ON TRIM HINGES.,O58B,ARONCA,II,12-31-19781231,12,H,,H,faa
19781207022839I,"PILOT TOOK OFF WITH SNOW BLOWN IN THE ENGINE COMPARTMENT. SNOW MELTED, THEN FROZE UP THE THROTTLE LINKAGE.",172,CESSNA,II,12-07-19781207,12,H,,H,faa
19781102039739A,"GUST LOCK FOUND ATTACHED TO R WING. SUB DMG TO CESSNA 172,N8107T.",172D,CESSNA,II,11-02-19781102,11,H,,H,faa
19781215040349A,HOOK RELEASE ELECTRICAL PLUG FOUND DISCONNECTED.LOAD FROZEN TO THOUND.,SA316B,AEROSP,DE,12-15-19781215,12,G,,G,faa
19781117041969A,FROST ON AIRCRAFT.TURBOCHARGERS NOT USED ON TKOF.,500S,RKWELL,II,11-17-19781117,11,H,,H,faa
19781129037719A,PLT RQSTD & CNTLR APPVD SPCL VFR CLRNCE AT NITE.PLT NOT INST RTD.TR SET 3005 VICE 2999.,172D,CESSNA,ME,11-29-19781129,11,H,,H,faa
19781223039539A,BOTH GENERATOR CIRCUIT BREAKERS OUT.PILOT DID NOT RESET BREAKERS TTEMPT MANUAL GEAR EXTENSION.,320D,CESSNA,ME,12-23-19781223,12,L,,L,faa
19781228040429A,ELT IMPACT SWITCH INOP.,A150K,CESSNA,II,12-28-19781228,12,H,,H,faa
19790203005099I,PILOT LOST DIRECTIONAL CONTROL AFTER LOSING RIGHT BRAKE ON LANDING. VEERED OFF RUNWAY. BRAKE WORN OUT.,305A,CESSNA,II,2-03-19790203,2,H,,H,faa
19790207005159I,"FORCED LANDING AFTER ENGINE QUIT, FOUND ICE IN FUEL STRAINER.",NAVIONB,TMPSON,II,2-07-19790207,2,L,,L,faa
19790210006409I,FORCED LANDING AFTER ENGINE QUIT. FOUND WATER IN FUEL.,170,CESSNA,II,2-10-19790210,2,H,,H,faa
19790220007249I,GRINDING NOISE WITH GEAR RETRACTION. NOSE GEAR PARTIALLY RETRACTED STRUT FLAT AND WHEEL CANTED.,310C,CESSNA,II,2-20-19790220,2,L,,L,faa
19790223006939I,WHILE DEPARTING GATE JET BLAST CAUSED A BAGGAGE CART TO ROLL INTO B99 WHICH WAS FOLLOWING CLOSE BEHIND.,DC9,DOUG,DE,2-23-19790223,2,L,,L,faa
19790306009619I,TAXIED INTO DRAINAGE DITCH AT NIGHT. LANDING LIGHT INOPERABLE.,AA5B,GULSTM,AU,3-06-19790306,3,L,,L,faa
19790313008789I,PILOT TAXIED OFF RAMP AT NIGHT. LANDING LIGHT WAS BURNED OUT,PA32R300,PIPER,AU,3-13-19790313,3,L,,L,faa
19790316009739I,"NOSE WHEEL SANK DOWN IN HOLE ON RAMP, PROP STRUCK GROUND",R182,CESSNA,AF,3-16-19790316,3,H,,H,faa
19790318009229I,ZG FORCED LANDING AFTER ENGINE QUIT. FUEL SELECTOR WAS NOT POSITIONED PROPERLY.,PA32300,PIPER,ME,3-18-19790318,3,L,,L,faa
19790318009019I,PRECAUTIONARY LANDING MADE DUE TO LOW OVERCASE AND INSTRUMENT LIGHT INOPERATIVE.,V35,BEECH,II,3-18-19790318,3,L,,L,faa
19790404013469I,"LOUD NOISE DURING RETRACTION, NOSE GEAR COLLPASED ON LANDING. LOOSE NOSE GEAR DOOR JAMMED AND BROKE MECHANISM. ZK",310Q,CESSNA,II,4-04-19790404,4,L,,L,faa
19790207002469A,ARMED FLARE GUN DISCHARGED IN CABIN AFTER FALLING FROM GLOVE BOX.PILOT MADE EMERGENCY LANDING.,152,CESSNA,II,2-07-19790207,2,H,,H,faa
19790316004819A,"PILOT UNABLE TO CONTROL AIRCRAFT DURING TAKEOFF, DUE TO RESTRICTED STEERING AND FROST.",PA32RT300,PIPER,II,3-16-19790316,3,L,,L,faa
19790224005689A,WITNESSES SAID THE PILOT DID NOT REMOVE SNOW FROM THE WINGS PRIOR TO TAKEOFF. AIRCRAFT FOUND 4 DAYS LATER.,U206F,CESSNA,II,2-24-19790224,2,H,,H,faa
19790214002969A,"FAILED TO ASSURE SEAT WAS LOCKED.STARTED ENGINE,SEAT SLID BACK.PILOT WAS UNABLE REACH CONTROLS.HIT PARKED ACFT.",PA28140,PIPER,II,2-14-19790214,2,L,,L,faa
19790207005339I,FORWARD CARGO DOOR CAME OFF AFTER TAKEOFF. DOOR WAS NOT LATCHED.,402A,CESSNA,II,2-07-19790207,2,L,,L,faa
19790414012459I,"ENGINE SUDDENLY STOPPED. FUEL SYSTEM FOUND TO BE CONTAMINATED WITH A COLORLESS, ODERLESS SUBSTANCE",A188B,CESSNA,II,4-14-19790414,4,L,,L,faa
19790211007509A,ENGINE STOPPED ON CLIMB-OUT. MADE EMERGENCY CRASH LANDING. WATER IN FUEL.,182P,CESSNA,II,2-11-19790211,2,H,,H,faa
19790410008789A,FORCED LANDING DUE TO ENGINE FAILURE. THE PILOT SAID WATER FOUND IN FUEL AND IN COMPANY OWNED FUEL TANKER.,UH12E,HILLER,II,4-10-19790410,4,G,,G,faa
19790407008559A,PILOT SAID THE ELEVATOR CONTROL JAMMED.A PARACHUTE WAS FOUND BETWEEN THE REAR SEAT AND CONTROL STICK.,DHC1,DHAV,II,4-07-19790407,4,L,,L,faa
19790321010439A,INSTRUCTOR CHECKING OUT PILOT IN MULTIENGINE AIRPLANE. STUDENT FEATHERED WRONG ENGINE. EMERGENCY LANDING.,337G,CESSNA,EQ,3-21-19790321,3,H,,H,faa
19790207002459A,ENGINE FAILED ON TAKEOFF. FOUND WATER IN FUEL TANKS.,PA18,PIPER,II,2-07-19790207,2,H,,H,faa
19790222003429A,ATTEMPTED TAKEOFF AT 6700 FT ALTITUDE WITH FROST ON WINGS.ACFT SETTLED ONTO ICE AND SNOW COVERED LAKE.,AA5A,GULSTM,II,2-22-19790222,2,L,,L,faa
19790412014049I,PRECAUTIONARY LANDING WHEN ONE SIDE OF THE ENGINE COWL CAME OPEN DUE TO A LOOSE DZUS FASTENER.,8A,LUSCOM,II,4-12-19790412,4,H,,H,faa
19790222003439A,ACRFT WAS SERVICED 65 DAYS PRIOR TO ACCIDENT. HAD NOT BEEN FLOWN PRIOR TO DATE OF ACCIDENT. WATER FOUND IN FUEL.,170,CESSNA,II,2-22-19790222,2,H,,H,faa
19790204002289A,AFTER A FORCED LANDING ICE WAS FOUND IN GASCOLATOR AND IN FLEXIBLE HOSE BETWEEN AIR FILTER AND CARBURATOR.,PA28151,PIPER,II,2-04-19790204,2,L,,L,faa
19790319004969A,ENGINE FAILURE ON TAKEOFF. CONTAMINATED FUEL FOUND IN AIRCRAFT.,PA25260,PIPER,II,3-19-19790319,3,L,LYC,L,faa
19790405013359I,PILOT ATTEMPTED TAKEOFF WITH OBSTRUCTION (MAGAZINE) BETWEEN RUDDER AND VERTICAL STABILIZER ZE.,188CESSNA,CESSNA,II,4-05-19790405,4,L,,L,faa
19790316004809A,ENGINE STOPPED ON FINAL APPROACH. AIRCRAFT STRUCK GROUND SHORT OF RUNWAY. WATER IN FUEL.,177B,CESSNA,II,3-16-19790316,3,H,,H,faa
19790421024889I,PILOT TOOK OFF WITH THE ENGINE NOT OPERATING PROPERLY. MUSHED BACK TO THE GROUND BEYOND THE RUNWAY.,8A,LUSCOM,AU,4-21-19790421,4,H,CONT,H,faa
19790210002629A,FCD LDG AT NIGHT. HARD LDG ON APT. FUEL STAINS FOUND FROM WING DRAINS TO FUSELAGE. LESS THAN 2 GALS FUEL ONBOARD.,182N,CESSNA,II,2-10-19790210,2,H,,H,faa
19790318010729A,ENGINE STOPPED ON EMPTY TANK DURING ILS APPROACH. WOULD NOT START ON FULL TANK. WATER IN FUEL.CRASHED SHORT OF RWY.,PA24260,PIPER,II,3-18-19790318,3,L,,L,faa
19790309032649A,"CARGO DOOR CAME OPEN IN FLIGHT. AFTER LANDING,THE DOOR WAS PROPERLY LATCHED. THE FAILURE COULD NOT BE DUPLICATED.",G18S,BEECH,II,3-09-19790309,3,L,,L,faa
19790421024749I,ENGINE QUIT SOON AFTER TAKEOFF. WATER AND DEBRIS FOUND IN THE FUEL SYSTEM.,PA24,PIPER,II,4-21-19790421,4,L,,L,faa
19790224007709I,WINDSHIELD FOGGED UP DUE TO INOP HEATER. LANDED LONG AFTER APPROACH AND RAN OFF DEPARTURE END OF RUNWAY.,18*,BEECH,AU,2-24-19790224,2,L,,L,faa
19790210002639A,AIRCRAFT CRASHED ON FIRST TEST FLIGHT AFTER REBUILDING. AILERON CONTROLS REVERSED.,1413,BLANCA,II,2-10-19790210,2,L,,L,faa
19790224007469I,ENGINE QUIT LEVEL FLIGHT. LEFT TANK EMPTY AND ICE IN RIGHT TANK. GAS SEDIMENT BOWL WOULD NOT DRAIN.,150L,CESSNA,II,2-24-19790224,2,H,,H,faa
19790216014249A,PILOT TOOK OFF WITH GUST LOCK IN PLACE.,2105,CESSNA,II,2-16-19790216,2,H,,H,faa
19790211002709A,AIRCRAFT FAILED TO LIFTOFF RUNWAY. RAN OFF END INTO SNOW BANK. FROST ON AIRFRAME.,172N,CESSNA,II,2-11-19790211,2,H,,H,faa
19790209002599A,"WHILE TAXIING ON TAXIWAY, THE AIRCRAFT WAS STRUCK BY A TRUCK. NO FENCE IS INSTALLED TO KEEP VEHICLES OFF AIRPORT.",150,CESSNA,AF,2-09-19790209,2,H,,H,faa
19790312008529I,FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL,PA28140,PIPER,II,3-12-19790312,3,L,,L,faa
19790421024669I,GEAR COLLAPSED AFTER LANDING DUE TO BROKEN EXTENSION CABLE. EMERGENCY EXTENSION CRANK NOT PROPERLY STOWED.,GC1B,UNIVAC,II,4-21-19790421,4,L,,L,faa
19790520026369I,FORCED LANDING DUE TO FUEL EXHAUSTION.,PA28/,PIPER,II,5-20-19790520,5,,,,faa
19790603029089I,ENGINE WENT TO IDLE WHEN THROTTLE CABLE HOUSING SLIPPED OUT OF CLAMP. HAD NOT BEEN PROPERLY SECURED.,BENSENB8M,AMTRBX,II,6-03-19790603,6,G,,G,faa
19790605014519I,CAPTAIN OBSERVED FUEL SYPHONING AND LANDED. TANK CAP HAD BEEN INSTALLED IMPROPERLY.,B99,BEECH,II,6-05-19790605,6,L,,L,faa
19790615016499I,FUNNY NOISE DURING GEAR RETRACTION CAUSED BY PART OF THE TOWBAR LEFT ON THE NOSE WHEEL. COULD NOT BE EXTENDED.,95A55,BEECH,II,6-15-19790615,6,L,,L,faa
19790508100289I,PILOT FLEW AIRCRAFT NOT SIGNED OFF AFTER INSPECTION. LOST UPPER ENGINE COWLING IN FLIGHT. HAD NOT BEEN FASTENED.,65B80,BEECH,II,5-08-19790508,5,L,LYC,L,faa
19790510009019A,AIRCRAFT TOOK OFF BUT WAS UNABLE TO MAINIAIN FLIGHT. WITNESSES SAID THERE WAS MODERATE FROST ON THE WINGS.,PA28161,PIPER,II,5-10-19790510,5,L,,L,faa
19790528028209I,"FORCED LANDING AFTER ENGINE QUIT, FOUND WATER IN FUEL.",PA18,PIPER,II,5-28-19790528,5,H,,H,faa
19790529041069A,LEFT OFF ENGINE OIL FILLER CAP. ENGINE LOST POWER ON TAKEOFF. OIL BLOCKED AIR INTAKE. ALTERNATE AIR DEFECT.,1730A,BLANCA,II,5-29-19790529,5,L,CONT,L,faa
19790424024939I,"NOISE DURING GEAR RETRACTION, NOSE GEAR COULD NOT BE EXTENDED. DOOR PINS NOT ATTACHED AFTER MAINTENANCE.",310Q,CESSNA,II,4-24-19790424,4,L,,L,faa
19790603012119A,"ENGINE STOPPED AFTER 25-FT AGL LIFTOFF. PLT TRIED TO BANK ACFT,STALLED, HIT GROUND. FAILED TO ASSURE FUEL VALVE ON.",J3L,PIPER,II,6-03-19790603,6,H,,H,faa
19790515018139A,ATTEMPTED TAKEOFF WITH FLIGHT CONTROLS IN LOCKED MODE. FACTOR INADEQUATE PRE-FLIGHT CHECK.,C54DDC,DOUG,II,5-15-19790515,5,L,,L,faa
19790513010459A,PILOT LANDED ON WHAT HE THOUGHT TO BE ONE FOOT HIGH GRASS. IT TURNED OUT TO BE THREE FEET HIGH. ACFT NOSED OVER.,L4,PIPER,AF,5-13-19790513,5,H,,H,faa
19790623022919A,ENGINE WAS SPUTTERING ON TAKEOFF. ACFT CRASHED & BURNED. FOUND SOME WATER IN FUEL LINES.,V35B,BEECH,II,6-23-19790623,6,L,,L,faa
19790609016529A,ROPE BROKE DURING AERO TOW TAKE OFF WHEN GLIDER WAS 140 FEET ABOVE GROUND. CRASH OCCURRED DURING FORCED LANDING.,SGS233A,SCWZER,AU,6-09-19790609,6,K,,K,faa
19790427100619I,ENGINE EQUIPPED WITH HYDRAULIC PUMP WAS SHUT DOWN. EMERGENCY PROCEDURES NOT FOLLOWED. NOSE GEAR COLLAPSED.,601PSMITH,PIPER,EQ,4-27-19790427,4,,,,faa
19790427100559I,ENGINE QUIT DUE TO FUEL CONTAMINATION. AIRCRAFT DAMAGED IN AUTOROTATION.,206B,BELL,II,4-27-19790427,4,G,ALLSN,G,faa
19790524200519I,FUMES NOTED IN PASSENGER CABIN. EMERGENCY LANDING MADE. AFT FUEL CAP DAMAGED BY IMPROPER INSTALLATION.,DHC6200,DHAV,II,5-24-19790524,5,H,,H,faa
19790623014019A,RUDDER TRIM WAS SET FOR FULL NOSE LEFT TRIM. PILOT RAN OFF LEFT SIDE OF RUNWAY ON TAKEOFF.,PA23160,PIPER,II,6-23-19790623,6,L,,L,faa
19790605014429I,"PILOT ATTEMPTED TAKEOFF WITH FAULTY ENGINE, LANDED IN STREET, DAMAGED SPEED LIMIT SIGN DURING TAXI BACK TO FIELD",172,CESSNA,AU,6-05-19790605,6,H,,H,faa
19790429005459A,ACFT NOT FLOWN FOR 2 WKS. SEVERE RAIN. PILOT SAID THAT THERE WAS WATER IN FUEL,J3C/,PIPER,II,4-29-19790429,4,,,,faa
19790627017429I,FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL.,G164,GULSTM,II,6-27-19790627,6,Q,,Q,faa
19790610014749I,PILOT TOOK OFF WITH TANKS NEARLY EMPTY. ENGINE QUIT AFTER LIFT OFF.,150G,CESSNA,II,6-10-19790610,6,H,,H,faa
19790609011809A,AFTER TAKEOFF LOST ELECT. POWER. LANDED ON AIRPORT. LANDING GEAR NOT LOCKED DOWN. GENERATORS NOT TURNED ON.,PA23250,PIPER,II,6-09-19790609,6,L,,L,faa
19790622017199I,STUDENT PILOT HAD TOPPED HIS TANKS AND GOT WATER IN THE FUEL. ENGINE QUIT TWICE BUT HE GOT IT ON THE RUNWAY AT HOME,152,CESSNA,II,6-22-19790622,6,H,,H,faa
19790625015009A,ENGINE FAILED IN FLT. TWO & ONE HALF QUARTS OF WATER WERE DRAINED FROM THE GAS TANK AFTER THE ACCIDENT.,47G3B1,BELL,II,6-25-19790625,6,G,,G,faa
19790503025389I,"AFTER DEVELOPING ELECTRICAL PROBLEM, PILOT LANDED, HAD ALTERNATOR BELT TIGHTENED, TOOK OFF AGAIN. BELT FAILED.",PA32R300,PIPER,AU,5-03-19790503,5,L,,L,faa
19790429025299I,"NOSE GEAR NOT LOCKED FOR LANDING,COLLAPSED. HAD BEEN RETRACTED WITH FLAT STRUT, CAUSING LINKAGE TO SEPERATE.",310Q,CESSNA,AU,4-29-19790429,4,L,,L,faa
19790513026659I,"LOSS OF OIL PREESURE PRECEEDED ENGINE SHUTDOWN. VECTORS TO AIRPORT, 8 QUARTS OIL ADDED. ENGINE HAD MINOR OIL LEAK.",PA23250,PIPER,II,5-13-19790513,5,L,,L,faa
19790515027029I,"ALTERNATOR BELT BROKE, ELECTRICAL SYSTEM FAILED. PILOT FAILED TO AVOID PREVENTABLE GEAR UP LANDING.",PA28R200,PIPER,ME,5-15-19790515,5,L,LYC,L,faa
19790525014229A,HELICOPTER BEGAN TO VIBRATE DURING GROUND RUN UP. SELF DESTRUCTED. IMPROPERLY SERVICED STRUTS CAUSED GR RESONANCE.,269A,HUGHES,II,5-25-19790525,5,G,,G,faa
19790425024979I,PILOT UNABLE TO MAINTAIN ALTITUDE DUE TO POWER LOSS.FOUND WATER IN THE FUEL.,J3,PIPER,II,4-25-19790425,4,H,,H,faa
19790511011259A,"ATTEMPTED TAKE OFF WITH ICE ON AIRFRAME. MADE PREMATURE LIFT OFF,SETTLED TO GROUND,STRUCK DITCH.",182,CESSNA,II,5-11-19790511,5,H,,H,faa
19790622017219I,PILOT TOPPED TANKS AND LOST POWER DURING CLIMB. THE FUEL WAS CONTAMINATED WITH WATER,AA1C,GULSTM,II,6-22-19790622,6,L,,L,faa
19790519010229A,INSTRUMENT PANEL LIGHT SWITCH DEFECTIVE. PILOT UNABLE TO DIM LIGHTS. COULD NOT SEE OUT.ATTEMPTED FORCED LANDING.,369D,HUGHES,II,5-19-19790519,5,G,,G,faa
19790507025919I,FUEL EXHAUSTION ONE TANK UNABLE TO RESTART ENGINE. USED BOOST PUMP AFTER PUSHING AND PULLING ENGINE CONTROLS.,B35,BEECH,II,5-07-19790507,5,L,,L,faa
19790602009889A,ENGINE FAILED ENROUTE. PILOT DITCHED IN THE OCEAN. PILOT CLAIMED FUEL CONTAMINATION WAS CAUSE OF ACCIDENT.,182P,CESSNA,II,6-02-19790602,6,H,,H,faa
19790609024769A,ENG. FAILED ON TAKEOFF. WATER IN FUEL. ACFT PARKED OUTSIDE FOR 11 MONTHS WITH PARTIALLY EMPTY FUEL TANKS.,PA22135,PIPER,II,6-09-19790609,6,H,,H,faa
19790719019309I,PILOTS FAILED TO CHECK POSITION OF GEAR HANDLE AND GEAR RETRACTION ON TAKEOFF ROLL.,PA23250,PIPER,II,7-19-19790719,7,L,,L,faa
19790809030499I,ZA AFTER INSTRUCTIONAL MANUEVERS ENGINE FAILED. GASCOLATOR SHOWED FUEL CONTAMINATED WITH DIRT AND WATER.,PA31350,PIPER,II,8-09-19790809,8,L,LYC,L,faa
19790729022479I,PILOT FAILED TO EXTEND GEAR BEFORE LANDING.,PA24260,PIPER,EQ,7-29-19790729,7,L,,L,faa
19790725018519A,LANDED WITH AIRPLANES NOSE NOT ALIGNED WITH RUNWAY. FOUND RUDDER PEDAL JAMMED WITH SMALL BOTTLE.,PA22150,PIPER,II,7-25-19790725,7,H,,H,faa
19790726019139A,ENGINE ACCESS DOOR CAME LOSE AND ENGINE SPUTTERED AFTER TAKE OFF. INSTRUCTOR ATTEMPED 180 BACK TO RUNWAY. UNABLE.,150,CESSNA,II,7-26-19790726,7,H,,H,faa
19790718017739A,PILOT SEAT SLID BACK ON TAKEOFF.LOST CONTROL.VEERED OFF RUNWAY.FAILED TO ASCERTAIN SEAT LOCKED BEFORE TAKE OFF.,170,CESSNA,II,7-18-19790718,7,H,,H,faa
19790807029619I,PILOT FAILED TO SECURE OIL CAP ON PREFLIGHT. OIL WAS STREAMING OVER COWL AT LIFTOFF.,PA31350,PIPER,II,8-07-19790807,8,L,,L,faa
19790807024709A,PILOT ABORTED TAKEOFF & WHILE APPLYING BRAKES SEAT CAME LOOSE CAUSING PILOT'S FEET TO RELEASE BRAKES. ACFT CRASHED,AA5A,GULSTM,II,8-07-19790807,8,L,,L,faa
19790813030889I,PILOT FAILED TO SECURE OIL CAP PROPERLY AT PREVIOUS STOP. LANDED WITH LOW OIL PRESSURE.,170,CESSNA,II,8-13-19790813,8,H,,H,faa
19790703018439I,ENGINE STOPPED SHORTLY AFTER TAKE-OFF. AIRCRAFT STRUCK RUNWAY GEAR UP. PILOT DRAINED 3 QUARTS OF WATER FROM TANKS.,M20C,MOONEY,II,7-03-19790703,7,L,,L,faa
19790807029669I,AIRSPEED INDICATOR INOP DUE TO PLUG ON END OF PITOT TUBE. LOST DIRECTIONAL CONTROL ON LANDING. ILLEGAL SOLO.,BC65,TCRAFT,II,8-07-19790807,8,H,,H,faa
19790823023209I,AIRCRAFT RAN OFF RUNWAY DURING LANDING ROLL. BRAKE DISC PADS TOTALLY WORN.,PA28R201,PIPER,II,8-23-19790823,8,L,,L,faa
19790813023739A,ENGINE FAILED DUE TO WATER AND TRASH IN FUEL. AIRCRAFT REFUELED FROM A BARREL. NO FILTER USED.,185,CESSNA,II,8-13-19790813,8,H,,H,faa
19790728024469A,"OIL FILLER CAP WAS LOOSE. NO OIL FOUND AT WRECK SIGHT, ALTHOUGH A HOLE WAS KNOCKED IN OIL PAN BY IMPACT FORCES.",172,CESSNA,II,7-28-19790728,7,H,,H,faa
19790720021329A,HELICOPTER TOOK OFF WITH SLING LOAD ATTACHED. CRASHED WHEN LOAD WEDGED IN TREES. IMPROPER PREFLIGHT.,SA315B,AEROSP,II,7-20-19790720,7,G,,G,faa
19790817031829I,ZA ZG STUDENT PILOT RAN OUT OF GAS AFTER 1 HOUR FLIGHT. FUEL GAUGES ALSO READ INCORRECTLY.,150D,CESSNA,II,8-17-19790817,8,H,,H,faa
19790705018829I,"ENGINE QUIT ON TAKEOFF DUE TO WATER IN FUEL. PILOT LANDED GEAR UP, HAD FAILED TO DRAIN WING SUMPS IN PREFLIGHT.",M20F,MOONEY,II,7-05-19790705,7,L,,L,faa
